id_festival,nom_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,site_internet_festival,adresse_mail_festival,decennie_creation_festival,annee_creation_festival,discipline_dominante_festival,sous-categorie_spectacle_vivant,sous-categorie_musique,sous-categorie_cinema_et_audiovisuel,sous-categorie_arts_visuels_et_numeriques,sous-categorie_livre_et_litterature,periode_principale_deroulement_festival,geocodage_xy_festival,geocodage_latitude_festival,geocodage_longitude_festival,,,,,,,,,,,,,,,,
6137,Blues & polar,,4112,Montée De san brancaï,Chapelle de toutes aures,https://blues-et-polar.com,contact@blues-et-polar.com,De 2000 à 2009,2006,"Livre, littérature",,,,,Polar,Saison (21 juin - 5 septembre),"43.8354040831, 5.79106654173",43.8354040831,5.79106654173,,,,,,,,,,,,,,,,
6138,Mennecy Metal Fest,,91386,,,,,2010 et après,01/01/2012 00:00,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"48.5586242184, 2.43753236038",48.5586242184,2.43753236038,,,,,,,,,,,,,,,,
6139,Festival Le Vent sur l'Arbre,,58168,,,,,De 2000 à 2009,2001,Spectacle vivant,,,,,,Saison (21 juin - 5 septembre),"46.8347484024, 3.99024145825",46.8347484024,3.99024145825,,,,,,,,,,,,,,,,
6140,Pitchfork Avant-Garde,,75056,,,,,2010 et après,01/01/2016 00:00,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"48.886868623, 2.38469432787",48.886868623,2.38469432787,,,,,,,,,,,,,,,,
6141,Tréteaux nomades,,75056,,,http://www.treteauxnomades.com/,,De 2000 à 2009,01/01/2000 00:00,Spectacle vivant,Théâtre,,,,,Saison (21 juin - 5 septembre),"48.8927350746, 2.34871193387",48.8927350746,2.34871193387,,,,,,,,,,,,,,,,
6142,Les antiques de glanum,,13100,Avenue Vincent van gogh,Site archéologique de glanum,https://www.festivaldeglanum.com,musicades.olivades@gmail.com,2010 et après,2015,Musique,,Musiques classiques avec voix,,,,Saison (21 juin - 5 septembre),"43.7834249015, 4.85366665286",43.7834249015,4.85366665286,,,,,,,,,,,,,,,,
6143,Festival du cinéma tunisien,,6029,,,,cinecroisette@gmail.com,De 1980 à 1989,1989,"Cinéma, audiovisuel",,,,,,Avant-saison (1er janvier - 20 juin),"43.5526202843, 7.00427592728",43.5526202843,7.00427592728,,,,,,,,,,,,,,,,
6144,Les arts s'en mêlent à Cleppe,,42066,Place de la Mairie,,https://fr-fr.facebook.com/Comit%C3%A9-des-F%C3%AAtes-de-Clepp%C3%A9-272179079625715/,,2010 et après,2011,Musique,,Pluridisciplinaire,,,,Saison (21 juin - 5 septembre),"45.760405726, 4.17661128061",45.760405726,4.17661128061,,,,,,,,,,,,,,,,
6145,Les carnets,,13084,Place de la République,Association Les Carnets Ancienne Mairie,http://festivalcarnets.com/,festivalcarnets@gmail.com,2010 et après,2016,"Livre, littérature",,,,,,Saison (21 juin - 5 septembre),"43.7176409517, 5.30157633559",43.7176409517,5.30157633559,,,,,,,,,,,,,,,,
6146,Transhumances Musicales,,64287,,,http://transhumances-musicales.com/,cassalette@transhumances-musicales.com,De 1990 à 1999,1996,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"43.3863780665, -0.854028010814",43.3863780665,-0.854028010814,,,,,,,,,,,,,,,,
6147,Les étés de Marnans,,38221,,Prieuré de marnans,,,De 2000 à 2009,,Musique,,Musiques actuelles sans distinction,,,,Saison (21 juin - 5 septembre),"45.2892320026, 5.24958974003",45.2892320026,5.24958974003,,,,,,,,,,,,,,,,
6148,Cola production,,13055,41 Rue Jobin,,https://www.africafete.com,administration@colaproduction.com,De 1980 à 1989,1978,Musique,,"Musiques électroniques, techno",,,,Saison (21 juin - 5 septembre),"43.296346, 5.369889",43.296346,5.369889,,,,,,,,,,,,,,,,
6149,Bobines Rebelles,,2478,,"ECOLOC, montée de Barret le haut",https://bobinesrebelles05.jimdofree.com/,bobines.rebelles@laposte.net,2010 et après,2011,"Cinéma, audiovisuel",,,Film documentaire,,,Après-saison (6 septembre - 31 décembre),"49.5137172169, 3.49932983224",49.5137172169,3.49932983224,,,,,,,,,,,,,,,,
6150,Imago,,75056,,,https://www.festivalimago.com,contact@festivalimago.com,2010 et après,2018,Spectacle vivant,Théâtre,,,,,Après-saison (6 septembre - 31 décembre),"48.8289932116, 2.32710088326",48.8289932116,2.32710088326,,,,,,,,,,,,,,,,
6151,Les Amateurs virtuoses,,75056,,,https://www.lesamateursvirtuoses.com,contact@lesamateursvirtuoses.com,De 2000 à 2009,2008,Musique,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"48.8626304852, 2.33629344655",48.8626304852,2.33629344655,,,,,,,,,,,,,,,,
6152,PAD Paris,,75056,,,,,2010 et après,2016,"Arts visuels, arts numériques",,,,,,Avant-saison (1er janvier - 20 juin),"48.8725272666, 2.31258256042",48.8725272666,2.31258256042,,,,,,,,,,,,,,,,
6153,I'm from Rennes,,35238,Salle de la Cité,,https://imfromrennes.com/,contact@imfromrennes.com,2010 et après,2012,Musique,,"Chanson ou variété française, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock",,,,Après-saison (6 septembre - 31 décembre),"48.1119791219, -1.68186449144",48.1119791219,-1.68186449144,,,,,,,,,,,,,,,,
6154,Made Festival,,35238,1988 Live club à la salle de la Cité,La Glaz Arena,https://www.made-festival.fr,contact@made-festival.fr,2010 et après,2016,Musique,,"Musiques électroniques, techno",,,,Avant-saison (1er janvier - 20 juin),"48.1119791219, -1.68186449144",48.1119791219,-1.68186449144,,,,,,,,,,,,,,,,
6155,Eclectik Rock,,52448,,,https://www.les3scenes.saint-dizier.fr/festivals/festival-eclectik-rock.html,cthiercelet@mairie-saintdizier.fr,De 2000 à 2009,01/01/2006 00:00,Musique,,Musiques amplifiées ou électroniques,,,,Après-saison (6 septembre - 31 décembre),"48.6280100668, 4.94923523578",48.6280100668,4.94923523578,,,,,,,,,,,,,,,,
6156,OPUS POCUS,,97415,233 Chaussée Royale,,https://www.opuspocus.re,info@nakiyava.org,2010 et après,2012,Musique,,"Musique de la Réunion (maloya, séga, etc.) et de l'océan Indien, Jazz, blues, Hip-hop, rap, slam, Musique classique, Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock",,,,Saison (21 juin - 5 septembre),"-21.0445317522, 55.3223334298",-21.0445317522,55.3223334298,,,,,,,,,,,,,,,,
6157,Thoiry 100 Histoires,,1419,,Ecole maternelle et elementaires,https://www.facebook.com/mairiedethoiry/posts/785415065497553/,mairie@mairie-thoiry.fr,2010 et après,2012,Spectacle vivant,Conte,,,,,Avant-saison (1er janvier - 20 juin),"46.2435475879, 5.96506297987",46.2435475879,5.96506297987,,,,,,,,,,,,,,,,
6158,Des cirques indisciplinés,,13004,,,,info@theatre-arles.com,2010 et après,,Spectacle vivant,Arts de la piste,,,,,Après-saison (6 septembre - 31 décembre),"43.5468692378, 4.66215642574",43.5468692378,4.66215642574,,,,,,,,,,,,,,,,
6159,NoBorder,,29019,Le Quartz Scène nationale,60 rue du Château,https://www.festivalnoborder.com,,De 2000 à 2009,2001,Musique,,"Musiques du monde, Musiques traditionnelles",,,,Après-saison (6 septembre - 31 décembre),"48.4004997828, -4.5027907853",48.4004997828,-4.5027907853,,,,,,,,,,,,,,,,
6160,Un soir chez renoir,,6027,,,https://www.cagnes-sur-mer.fr,n.vincent@cagnes.fr,De 2000 à 2009,,Musique,,Art lyrique , musique , musique classique , musiques actuelles,,,,Saison (21 juin - 5 septembre),"43.6715162078, 7.15275703379",43.6715162078,7.15275703379,,,,,,,,,,,,,
6161,Festival de la gastronomie provencale,,13025,,,http://mmmh-festival.com/,contact@mmmh-festival.com,,,Spectacle vivant,,,,,,Saison (21 juin - 5 septembre),"43.4912659702, 5.56821681952",43.4912659702,5.56821681952,,,,,,,,,,,,,,,,
6162,Les p'tites rencontres autour de la littérature jeunesse,,4070,9 Chemin Des alpilles,Ligue de l'enseignement 04,,culture04@laligue-alpesdusud.org,De 2000 à 2009,,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"44.0908723554, 6.23590323452",44.0908723554,6.23590323452,,,,,,,,,,,,,,,,
6163,Douzy Festival,,8145,,,,alain@chorusblues.com,De 1990 à 1999,,Musique,,,,,,Saison (21 juin - 5 septembre),"49.6732112, 5.03586246087",49.6732112,5.03586246087,,,,,,,,,,,,,,,,
6164,Rock in evreux,,27229,1 Hippodrome Rue des marronniers,,https://Rockinevreux.org,vincent.ficot@rockinevreux.org,2010 et après,2017,Musique,,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques électroniques, techno, Pop, rock",,,,Saison (21 juin - 5 septembre),"49.02015421, 1.14164412464",49.02015421,1.14164412464,,,,,,,,,,,,,,,,
6165,Surf & Skate Culture Festival,,56078,L'Estran,1 allée de Kerprat,https://lestran.net/programmation/le-festival/,surfskatefestival@lestran.net,2010 et après,2017,Pluridisciplinaire,,,,"Arts graphiques, photographie",Littérature,Après-saison (6 septembre - 31 décembre),"47.7940076851, -3.49161886127",47.7940076851,-3.49161886127,,,,,,,,,,,,,,,,
6166,Festival Canasson,,85025,,,,sonidart85@gmail.com,2010 et après,2010,Musique,,Musiques amplifiées ou électroniques,,,,Saison (21 juin - 5 septembre),"46.9451858636, -1.1916392484",46.9451858636,-1.1916392484,,,,,,,,,,,,,,,,
6167,Jazz'N'Klezmer,,75056,,,https://jazznklezmer.fr,alain@culture-juive.org,De 2000 à 2009,2001,Musique,,"Musiques du monde, Musiques traditionnelles, Jazz, blues, Musiques des Balkans",,,,Après-saison (6 septembre - 31 décembre),"48.8445086596, 2.34985938556",48.8445086596,2.34985938556,,,,,,,,,,,,,,,,
6168,Fes'tilleuls de la terrasse,,71014,,,,,De 2000 à 2009,2007,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"46.945536773, 4.31060069532",46.945536773,4.31060069532,,,,,,,,,,,,,,,,
6169,LaPlage de Glazart,,75056,,,https://www.glazart.com,,De 2000 à 2009,01/01/2000 00:00,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508",48.8567,2.3508,,,,,,,,,,,,,,,,
6170,Paris En Toutes Lettres,,75056,,,https://www.maisondelapoesieparis.com,communication@maisondelapoesieparis.com,2010 et après,2010,"Livre, littérature",,,,,"Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Polar, Science-fiction, Bande dessinée, comics, manga, Poésie",Après-saison (6 septembre - 31 décembre),"48.8631867774, 2.40081982673",48.8631867774,2.40081982673,,,,,,,,,,,,,,,,
6171,Atom Festival,,11275,,,https://www.atomfestival.fr/,contact@atomfestival.fr,2010 et après,2018,Musique,,,,,,Saison (21 juin - 5 septembre),"43.2622935263, 1.87477238509",43.2622935263,1.87477238509,,,,,,,,,,,,,,,,
6172,Festival Tête en L’R,,79003,,,https://aiffres.centres-sociaux.fr/,,2010 et après,2018,Spectacle vivant,Spectacle vivant pluridisciplinaire,,,,,Avant-saison (1er janvier - 20 juin),"46.2820504466, -0.41429097467",46.2820504466,-0.41429097467,,,,,,,,,,,,,,,,
6173,Les journées de l'éloquence,,13001,9 Avenue Henri pontier,Villa acantha,https://www.atelier-languefrancaise.fr,jeremie.cornu@atelier-languefrancaise.fr,2010 et après,2015,"Livre, littérature",,,,,Eloquence,Avant-saison (1er janvier - 20 juin),"43.5360708378, 5.39857444582",43.5360708378,5.39857444582,,,,,,,,,,,,,,,,
6174,Ma ville est un grand livre,,13001,1 Place Victor schoelcher,Compagnie trafic d'arts ii le patio,,traficdarts@yahoo.fr,De 2000 à 2009,2008,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"43.5360708378, 5.39857444582",43.5360708378,5.39857444582,,,,,,,,,,,,,,,,
6175,Brive Festival,,19031,Place du 14 Juillet,Jardins de la Guierle,,service.accueil@brive-tourisme.com,De 2000 à 2009,2005,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"45.1435830664, 1.51936836063",45.1435830664,1.51936836063,,,,,,,,,,,,,,,,
6176,Les Odyssées,,33004,,,https://fr-fr.facebook.com/odysseesambes/?ref=page_internal,mairieambes@mairie-ambes.fr,De 2000 à 2009,2004,Spectacle vivant,Spectacle vivant pluridisciplinaire,,,,,Saison (21 juin - 5 septembre),"45.0115337381, -0.548307688841",45.0115337381,-0.548307688841,,,,,,,,,,,,,,,,
6177,Harpes au max,,44003,,,https://www.harpesaumax.com,compa@pays-ancenis.com,2010 et après,2016,Musique,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"47.3833270209, -1.18241880879",47.3833270209,-1.18241880879,,,,,,,,,,,,,,,,
6178,Close-up,,94003,,,https://www.facebook.com/festivalcloseup/,,,,"Cinéma, audiovisuel",,,,,,Avant-saison (1er janvier - 20 juin),"48.8058803597, 2.33351024984",48.8058803597,2.33351024984,,,,,,,,,,,,,,,,
6179,Image par Image,,95018,,,https://ecransvo.org/image-par-image-21/,ecrans.vo@valdoise.fr,De 2000 à 2009,2000,"Cinéma, audiovisuel",,,"Fiction long métrage, Court métrage, Film d'animation, Festival consacré au film d'animation",,,Avant-saison (1er janvier - 20 juin),"48.9511344629, 2.2410409502",48.9511344629,2.2410409502,,,,,,,,,,,,,,,,
6180,Soley Lakachofé,,56003,,,,bahianaises@gmail.com,2010 et après,,Musique,,Musiques du monde,,,,Après-saison (6 septembre - 31 décembre),"47.6335958588, -2.8220328139",47.6335958588,-2.8220328139,,,,,,,,,,,,,,,,
6181,A bouches décousues,,92004,,,,,2010 et après,2009,"Cinéma, audiovisuel",,,,,,Après-saison (6 septembre - 31 décembre),"48.9153530123, 2.2880384663",48.9153530123,2.2880384663,,,,,,,,,,,,,,,,
6182,Musiques Au Coeur de La Tapisserie,,23008,,,http://www.orgue-aubusson.org/,amis.orgue.aubusson@gmail.com,De 1980 à 1989,1988,Musique,,Musiques classiques et savantes,,,,Saison (21 juin - 5 septembre),"45.9509017497, 2.16588054786",45.9509017497,2.16588054786,,,,,,,,,,,,,,,,
6183,Les Puces de l'Illu,,93006,,,https://www.campusfonderiedelimage.org,,2010 et après,2012,"Arts visuels, arts numériques",,,,,,Après-saison (6 septembre - 31 décembre),"48.8690836308, 2.42274096688",48.8690836308,2.42274096688,,,,,,,,,,,,,,,,
6184,Festival BD en Périgord,,24026,,,http://bd-bassillac.com,festivalbdperigord-bassillac@orange.fr,De 1990 à 1999,1990,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.1789592433, 0.820956969026",45.1789592433,0.820956969026,,,,,,,,,,,,,,,,
6185,Festival International du Cirque de Bayeux,,14047,Place Gauquelin Despallières,"87 bis, rue Saint-Loup",,festival-du-cirque-de-bayeux@orange.fr,De 2000 à 2009,2005,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"49.2776559195, -0.704625495378",49.2776559195,-0.704625495378,,,,,,,,,,,,,,,,
6186,Le Festival du fantastique,,34032,3 place du 14 juillet,IUT Beziers,http://festival-fantastique.fr/,,2010 et après,2019,"Cinéma, audiovisuel",,,court metrage fantastique,,,Après-saison (6 septembre - 31 décembre),"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,,,,,,,,,,,,,,,,
6187,Géo Condé,,54079,,,,associationacvl@gmail.com,De 2000 à 2009,2007,Spectacle vivant,Marionnettes et théâtre d'objet,,,,,Après-saison (6 septembre - 31 décembre),"48.8752634053, 6.0622081682",48.8752634053,6.0622081682,,,,,,,,,,,,,,,,
6188,Rencontres Cinématographiques La Classe Ouvrière C'est Pas du Cinéma,,33063,,,https://espacesmarxaquitainebordeauxgironde.wordpress.com,darmante@hotmail.com,De 2000 à 2009,2004,"Cinéma, audiovisuel",,,,,,Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116",44.8572445351,-0.57369678116,,,,,,,,,,,,,,,,
6189,Soirées du Cinéma Russe de Bordeaux,,33063,,,,daria.centerfest@gmail.com,De 2000 à 2009,2009,"Cinéma, audiovisuel",,,,,,Après-saison (6 septembre - 31 décembre),"44.8572445351, -0.57369678116",44.8572445351,-0.57369678116,,,,,,,,,,,,,,,,
6190,Festival d'art lyrique de Salon-De-Provence,,13103,55 Rue André marie ampère,Maison des associations,,giacominoveneziano@hotmail.fr,De 2000 à 2009,2006,Musique,,Opéra,,,,Saison (21 juin - 5 septembre),"43.6462885238, 5.06814649576",43.6462885238,5.06814649576,,,,,,,,,,,,,,,,
6191,La bd en fête,,83021,300 Chemin Ancien de Barjols,Salle de fête - Association la bd en fête,https://loubedeou@gmail.com,loubedeou@gmail.com,De 1990 à 1999,,"Livre, littérature",,,,,"Bande dessinée, comics, manga",Après-saison (6 septembre - 31 décembre),"43.4704081648, 5.95853254417",43.4704081648,5.95853254417,,,,,,,,,,,,,,,,
6192,Petite marée - Contes pour les tout-petits,,29019,Salle Toul An Dour- Guipronvel,Médiathèque Plouarzel,,contact@adao.net,De 2000 à 2009,2006,Spectacle vivant,Arts du conte,,,,,Avant-saison (1er janvier - 20 juin),"48.4004997828, -4.5027907853",48.4004997828,-4.5027907853,,,,,,,,,,,,,,,,
6193,Les rencontres de théâtre amateur,,45053,1 Lieu-dit Rivotte,,http://www.theatre-escabeau.com/,contact@theatre-escabeau.com,2010 et après,,Spectacle vivant,Théâtre,,,,,Après-saison (6 septembre - 31 décembre),"47.6450008152, 2.74519258713",47.6450008152,2.74519258713,,,,,,,,,,,,,,,,
6194,Bye Bye La Teufestival,,29020,,,,contact@arthemuse.com,De 2000 à 2009,2004,Musique,,"Musiques électroniques, techno, Hip-hop, rap, slam, Pop, rock",,,,Après-saison (6 septembre - 31 décembre),"48.0935971343, -4.02078477146",48.0935971343,-4.02078477146,,,,,,,,,,,,,,,,
6195,La bulle d'or,,69027,,Complexe Pierre Minssieux,,bulle.dor@hotmail.fr,De 1980 à 1989,,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.678117475, 4.75268787981",45.678117475,4.75268787981,,,,,,,,,,,,,,,,
6196,Briv'en Jazz,,19031,,,http://jazz-club-19100.jimdo.com/,jazzclubbrive@gmail.com,2010 et après,2016,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"45.1435830664, 1.51936836063",45.1435830664,1.51936836063,,,,,,,,,,,,,,,,
6197,Festi’Buz,,8089,,,,festibuz08@gmail.com,2010 et après,,Musique,,,,,,Saison (21 juin - 5 septembre),"49.418434996, 4.97363448798",49.418434996,4.97363448798,,,,,,,,,,,,,,,,
6198,Cargese sound system,,2A065,,,https://www.facebook.com/cargesesoundfestival/,,2010 et après,2011,Musique,,Musiques amplifiées ou électroniques,,,,Saison (21 juin - 5 septembre),"42.1544254567, 8.62659836115",42.1544254567,8.62659836115,,,,,,,,,,,,,,,,
6199,Les fenêtres de l'Avent,,68063,,,,contact@foyer-erasme.com,De 2000 à 2009,,Spectacle vivant,Arts de la rue,,,,,Après-saison (6 septembre - 31 décembre),"47.7945078153, 7.17932820409",47.7945078153,7.17932820409,,,,,,,,,,,,,,,,
6200,Concerts de Vollore,,63072,14 Rue d'Arconsat,,http://www.concertsdevollore.fr/,contact@concertsdevollore.fr,Avant 1980,,Musique,,Musique savante,,,,Saison (21 juin - 5 septembre),"45.8711155066, 3.69927199533",45.8711155066,3.69927199533,,,,,,,,,,,,,,,,
6201,MIA3J,,51108,,,https://www.musiques-ici-ailleurs.com/mia3j/,communication@musiques-ici-ailleurs.com,2010 et après,2016,Musique,,"Musiques du monde, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Pop, rock",,,,Saison (21 juin - 5 septembre),"48.9640892125, 4.37883539725",48.9640892125,4.37883539725,,,,,,,,,,,,,,,,
6202,Festival d'Art Sacré de Champeaux,,77082,,,,festivaldechampeaux@yahoo.fr,De 1980 à 1989,1983,Musique,,"Musiques du monde, Musiques traditionnelles, Musique classique",,,,Saison (21 juin - 5 septembre),"48.5919791102, 2.81118299659",48.5919791102,2.81118299659,,,,,,,,,,,,,,,,
6203,Festi'Vence,,6157,Place Clémenceau,,http://festivence.fr/,marc590657@gmail.com,De 2000 à 2009,2009,Musique,,"Chanson ou variété française, jazz, blues, musique classique, musiques du monde, musiques traditionnelles, opéra, variétés internationales",,,,Saison (21 juin - 5 septembre),"43.7384640641, 7.10194436087",43.7384640641,7.10194436087,,,,,,,,,,,,,,,,
6204,Festival international de guitare et de luth,,36043,,,https://www.la-grange-aux-pianos.com/archives/festival-international-de-luth-guitare-et-piano-2019/,,2010 et après,2017,Musique,,,,,,Saison (21 juin - 5 septembre),"46.5288369456, 1.93596735168",46.5288369456,1.93596735168,,,,,,,,,,,,,,,,
6205,Festival rural,,63102,12 Rue ALEXANDRE DUMAS,,http://lagrattea2pattes.blogspot.fr/,dubotnicolas@wanadoo.fr,De 2000 à 2009,,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"45.9733956022, 3.55296275066",45.9733956022,3.55296275066,,,,,,,,,,,,,,,,
6206,Une Route des Orgues en Vaucluse et en région PACA,,13001,,,https://www.musique-sacree-en-avignon.org,contact@musique-sacree-en-avignon.org,De 2000 à 2009,2003,Musique,,Musique savante,,,,Avant-saison (1er janvier - 20 juin),"43.5360708378, 5.39857444582",43.5360708378,5.39857444582,,,,,,,,,,,,,,,,
6207,Septembre imaginaire,,71137,,,,note.eclose@gmail.com,2010 et après,2014,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"46.4303628582, 4.67033276327",46.4303628582,4.67033276327,,,,,,,,,,,,,,,,
6208,Les rencontres de la haute romanche,,5063,,,https://www.rencontreshauteromanche.com,contact@rencontreshauteromanche.com,De 2000 à 2009,,Spectacle vivant,Arts de la piste , arts de la rue , théâtre,,,,,Saison (21 juin - 5 septembre),"45.0601102401, 6.28406977587",45.0601102401,6.28406977587,,,,,,,,,,,,,,
